bpm,spec flat,spec skew,kurt,zero cross,hpss,vocal,bin1,bin2,bin3,bin4,bin5,bin6,bin1 mean freq,bin1 std,bin1 q25,bin1 q75,bin2 mean freq,bin2 std,bin2 q25,bin2 q75,bin3 mean freq,bin3 std,bin3 q25,bin3 q75,bin4 mean freq,bin4 std,bin4 q25,bin4 q75,bin5 mean freq,bin5 std,bin5 q25,bin5 q75,bin6 mean freq,bin6 std,bin6 q25,bin6 q75,nr
0.00026041526019715197,0.00016181142381182256,5.056606994119455e-06,2.5042336700144983e-06,0.11257018490308732,2.5283034970597276e-06,2.5283034970597276e-06,0.9936435007724495,0.0006674721232237681,8.090571190591128e-05,2.275473147353755e-05,1.2641517485298639e-05,7.584910491179183e-06,0.0,0.0,0.0,0.0,7.58460254381324e-12,4.097494304018799e-11,2.8170336063798712e-15,3.187079454116843e-13,1.038472521399361e-09,2.1148543243014952e-10,8.570088440346383e-10,1.2022232433494592e-09,1.91966449055184e-09,2.4450407742186824e-10,1.6711644938515142e-09,2.126842020461678e-09,2.6873322700426867e-09,2.1829225752010856e-10,2.5387156564072057e-09,2.7798620176565347e-09,3.32366302626282e-09,7.267086054795694e-11,3.266278349201856e-09,3.3914915465871284e-09,0.0
0.0002701691985515177,0.00019947071668756914,5.0498915617106114e-06,3.3267667536701217e-06,0.12037931504805754,2.5249457808553057e-06,2.5249457808553057e-06,0.9927278827673187,0.0002221952287152669,7.574837342565916e-05,5.049891561710611e-05,2.5249457808553055e-05,1.2624728904276528e-05,0.0,0.0,0.0,0.0,7.298577217307242e-12,6.152591438006459e-11,2.393565233332007e-15,3.232431505455316e-13,2.6351765813263714e-09,5.292974909387159e-10,2.218978930405898e-09,2.9881566836580626e-09,5.216464759819417e-09,5.099793327650544e-10,4.854883007500584e-09,5.543408263830611e-09,6.868372662757287e-09,4.76672671971961e-10,6.577480345822174e-09,7.1219725888169255e-09,8.630737096319032e-09,4.6214971407909514e-10,8.250136360117622e-09,8.856380605278687e-09,1.0
0.0003429292104780707,4.572389473040942e-05,5.080432747823269e-06,2.7931655820025725e-06,0.08531570713419616,2.5402163739116347e-06,0.0,0.9963516085557343,0.0020677361283640704,0.0005410660876431782,0.00011430973682602355,3.0482596486939615e-05,1.5241298243469807e-05,0.0,0.0,0.0,0.0,5.358515314708123e-12,3.36454681582081e-11,3.1049090404825966e-16,1.0395843251693014e-13,7.919431911850763e-10,1.5631503420882746e-10,6.572242970040954e-10,9.009299538467167e-10,1.410704336840716e-09,1.5856680901348143e-10,1.2680021286829514e-09,1.5369307329970755e-09,1.9561624585943875e-09,1.546280257105853e-10,1.8409329248437525e-09,2.0579667905172104e-09,2.562680523392685e-09,1.4633939621073382e-10,2.4460409149172526e-09,2.674151901311705e-09,2.0
0.0005763491130874764,0.00029556364773716744,9.852121591238913e-06,1.699293458311614e-05,0.10210246211080448,4.926060795619457e-06,0.0,0.9947736431281888,0.00024630303978097286,6.89648511386724e-05,1.9704243182477827e-05,1.9704243182477827e-05,4.926060795619457e-06,0.0,0.0,0.0,0.0,1.2621328342163892e-11,1.435322442238443e-10,6.363090969216761e-17,2.9317970183214437e-13,7.956123155127827e-09,1.6942363454380255e-09,6.354026822197583e-09,9.56172584012778e-09,1.4408057882918708e-08,1.7251834356955616e-09,1.2786826199963594e-08,1.5739134117183586e-08,1.9989407915875446e-08,1.9690635924742088e-09,1.816065981651766e-08,2.146731419971052e-08,2.642305217993219e-08,1.5786923382766458e-09,2.5342626417984436e-08,2.7771924628771106e-08,3.0
0.00035901731486427126,0.0005824616576818947,5.0212211869128845e-06,4.950129367723295e-06,0.15877101393018542,2.5106105934564423e-06,2.5106105934564423e-06,0.9873151901509002,0.00010544564492517058,2.7616716528020864e-05,1.0042442373825769e-05,2.5106105934564423e-06,1.5063663560738654e-05,0.0,0.0,0.0,0.0,5.603427264436366e-12,3.6253475562402154e-11,1.6795538056029597e-15,5.978557839213543e-13,1.888672094803039e-09,3.795160235560422e-10,1.5504041587478972e-09,2.1178289053115293e-09,3.457676427756227e-09,3.904379579268617e-10,3.2820518161624524e-09,3.608017042593811e-09,4.304512661699806e-09,1.0838821862428417e-10,4.278058809923299e-09,4.372550699339443e-09,6.17988429476189e-09,0.0,6.17988434363504e-09,6.17988434363504e-09,4.0
0.00026976918174067513,0.0002899388401885761,5.042414611975236e-06,2.983850400343548e-06,0.13172803932324106,2.521207305987618e-06,0.0,0.9912857673609058,0.0003050660840245018,3.0254487671851417e-05,1.260603652993809e-05,2.521207305987618e-06,7.563621917962854e-06,0.0,0.0,0.0,0.0,6.427512204169217e-12,3.3763443491349645e-11,2.7405756889486902e-15,3.422951654397318e-13,9.997462835659007e-10,1.8144170922416612e-10,8.4927602829415e-10,1.1086009774850048e-09,1.8314792366245674e-09,2.574755227959489e-10,1.622712668160048e-09,2.027463847868048e-09,2.490093842986617e-09,2.6000129348716034e-10,2.3009438035487104e-09,2.4388550400548957e-09,3.5217043042409497e-09,0.0,3.52170435971972e-09,3.52170435971972e-09,5.0
0.00033531504901843984,0.0026353279037671456,4.9676303558287385e-06,-9.140701108385823e-09,0.232107560745742,2.4838151779143693e-06,2.4838151779143693e-06,0.9726818941926904,0.0027992597055094943,0.0010059451470553196,0.00030302545170555307,0.00012419075889571847,2.2354336601229325e-05,0.0,0.0,0.0,0.0,1.1965545147449678e-11,5.215539700354854e-11,1.9912325025109233e-13,4.776924855659032e-12,1.1150581542950265e-09,2.2698608287779322e-10,9.138912600787204e-10,1.2883278758010072e-09,1.926351425106035e-09,2.1497871425685174e-10,1.744140780628275e-09,2.100388371832164e-09,2.7508590894265835e-09,2.2642878926632458e-10,2.555145647170796e-09,2.9431126527203102e-09,3.4915444494119845e-09,1.6303734015573857e-10,3.3804603908223325e-09,3.581298039554036e-09,6.0
0.0003128340445260881,0.00020346929725274023,5.086732431318506e-06,3.9489403233305295e-06,0.1163920681272144,2.543366215659253e-06,0.0,0.9931895939473696,0.004875633035418788,0.0017930731820397733,0.000432372256662073,6.104078917582207e-05,7.63009864697776e-06,0.0,0.0,0.0,0.0,3.919659756295295e-12,2.0195482440596378e-11,1.1285913557660313e-15,2.0406631282584322e-13,3.855148035244963e-10,7.813510449580568e-11,3.143421389916976e-10,4.462144607728389e-10,6.580081858664051e-10,7.750744495100664e-11,5.922305527369311e-10,7.197666463721913e-10,9.331013971539607e-10,7.609437102851607e-11,8.717710012687709e-10,9.91456075912939e-10,1.2293675472126498e-09,6.951282851463438e-11,1.1642866394193974e-09,1.2849837202286452e-09,7.0
0.00043236084052592974,0.0006007804702656815,5.027451634022439e-06,1.0954766160893208e-05,0.15052692937426584,2.5137258170112195e-06,0.0,0.9886056304916234,4.021961307217951e-05,3.267843562114585e-05,5.027451634022439e-06,1.0054903268044878e-05,7.541177451033659e-06,0.0,0.0,0.0,0.0,4.074116844587045e-12,2.968128765108776e-11,1.99830498841118e-15,3.376275868300411e-13,3.602348073055249e-09,5.90403784955801e-10,3.1902995138792365e-09,4.12213657590719e-09,5.628501575695703e-09,5.845439130174752e-10,5.147836552758074e-09,6.026624231818899e-09,8.319445314178795e-09,8.277244131045068e-10,7.905583037235544e-09,8.733307455218448e-09,1.085627503654675e-08,5.751322219114872e-10,1.0527461167791799e-08,1.1359328436457706e-08,8.0
0.00028401608074615927,0.0004209524053916289,5.071715727609987e-06,6.914997450582071e-07,0.12055721870315318,2.5358578638049933e-06,2.5358578638049933e-06,0.9927046703701493,0.0017522777838892504,0.00025104992851669435,5.071715727609987e-05,1.5215147182829959e-05,1.5215147182829959e-05,0.0,0.0,0.0,0.0,1.1605268308879328e-11,8.445698959638021e-11,8.914522002921382e-15,1.2312564614234417e-12,2.279056432143139e-09,4.413807945294478e-10,1.9168890391683884e-09,2.5894101601482485e-09,4.033648110257375e-09,4.914254930172239e-10,3.634372963666215e-09,4.361824165863306e-09,5.754782009378091e-09,4.817634941774472e-10,5.430212540685056e-09,6.01032573657381e-09,7.471509601874659e-09,3.6544747239292925e-10,7.2006816850710994e-09,7.79980672704656e-09,9.0
