nr,bpm,spec flat,spec skew,kurt,zero cross,hpss,vocal,bin1,bin2,bin3,bin4,bin5,bin6,bin1 mean freq,bin1 std,bin1 q25,bin1 q75,bin2 mean freq,bin2 std,bin2 q25,bin2 q75,bin3 mean freq,bin3 std,bin3 q25,bin3 q75,bin4 mean freq,bin4 std,bin4 q25,bin4 q75,bin5 mean freq,bin5 std,bin5 q25,bin5 q75,bin6 mean freq,bin6 std,bin6 q25,bin6 q75
57,89,268,2,4.836882230937641,33913,0,0,393072,106,80,38,19,6,0,0,0,0,1.1179188e-06,1.5537798e-05,9.064043054530027e-13,1.5670980069160123e-09,0.0011690533,0.00021802829,0.0009944302728399634,0.0013376525312196463,0.0020574895,0.00022377464,0.0018732806493062526,0.0022175482590682805,0.0029107162,0.00025810732,0.0026771315606310964,0.0031570919090881944,0.0036843785,0.00021799897,0.003532101050950587,0.0038614055374637246
58,151,249,2,0.5682282883693457,61912,1,0,391111,448,60,18,6,1,0,0,0,0,2.9080024e-06,1.5215017e-05,6.212838854491309e-10,2.7287146053822653e-07,0.000365203,7.40508e-05,0.000302088083117269,0.00041310143569717184,0.0006457505,7.5724e-05,0.0005794878816232085,0.0007049761479720473,0.00092915364,6.678994e-05,0.0008787074038991705,0.0009904937323881313,0.00122885,8.245055e-05,0.001167278125649318,0.0012663149391300976
59,112,248,2,1.2659769485016774,67064,0,0,389802,771,122,36,9,1,0,0,0,0,2.755893e-06,1.72428e-05,6.698857163423e-10,1.3994559466823375e-07,0.00040435826,7.9423924e-05,0.0003366054152138531,0.0004599513777066022,0.00070263,7.745176e-05,0.0006354647630359977,0.0007351670501520857,0.0010286602,7.9018704e-05,0.0009695672342786565,0.0010777445568237454,0.0013349247,8.603898e-05,0.0012809643521904945,0.0013876359444111586
60,143,553,2,1.898348916436177,68988,0,0,392729,410,88,54,22,18,0.0,0.0,0.0,0.0,1.9976314e-06,1.3761688e-05,8.151118946475577e-10,3.2122221682584495e-07,0.00045098554,8.785377e-05,0.0003747693554032594,0.000511653779540211,0.00079948787,8.7131e-05,0.0007220942061394453,0.0008601328590884805,0.0011395385,9.671148e-05,0.001057620975188911,0.0012131005933042616,0.0015099003,0.000101771555,0.0014252155961003155,0.0015970065724104643
61,112,690,2,-0.06802602358841048,92414,0,1,392611,558,111,33,4,4,0,0,0,0,2.0141838e-06,1.061965e-05,1.1349512885061586e-08,6.916960444414144e-07,0.00033136102,6.436651e-05,0.00027521062293089926,0.00037709753814851865,0.00056595076,6.851059e-05,0.0005051539337728173,0.0006140104378573596,0.0008016462,6.468505e-05,0.0007517153862863779,0.0008510187617503107,0.0010807939,6.296476e-05,0.0010573985055088997,0.0011199501459486783
62,123,10,2,4.569661478256339,37287,1,0,393193,97,25,4,0,2,0.0,0.0,0.0,0.0,6.9646444e-07,7.949039e-06,6.116833081715178e-11,5.508893008432381e-09,0.000543138,0.00010053215,0.000462368072476238,0.0006267948192544281,0.0009377455,9.7864926e-05,0.0008686025394126773,0.0010031892452389002,0.0013755008,0.00016787418,0.001217935496242717,0.0015321729006245732,0,0,0,0
63,129,174,2,-0.8909867288401605,25806,1,0,392633,652,9,12,8,7,0,0,0,0,1.7908139e-06,2.1276164e-05,1.481904599032191e-09,8.895611358639144e-08,0.0006957546,0.00010546379,0.0006090474489610642,0.0007628366874996573,0.001494625,0.00015364414,0.0013274091761559248,0.0016276976093649864,0.0019312265,0.00013309837,0.0018248574924655259,0.002040645165834576,0.0025299988,0.00011665641,0.002467627404257655,0.0025930762058123946
64,151,815,2,-0.19168402662902295,105859,1,1,379104,576,79,12,4,1,0,0,0,0,8.1114285e-06,3.232558e-05,4.436225431447838e-08,3.2632636361995537e-06,0.0007299362,0.00014133354,0.000607259789831005,0.0008294764993479475,0.0012602871,0.00012957932,0.0011582471779547632,0.0013209600001573563,0.0018556858,0.0001017648,0.001794189854990691,0.0019196087960153818,0.0023551718,0.00014621836,0.0022531458525918424,0.0024193398421630263
65,107,626,2,1.7748848738444138,83274,0,0,392926,306,63,17,5,4,0.0,0.0,0.0,0.0,2.7260019e-06,1.8159764e-05,6.5849072861112745e-09,3.4547116456451477e-07,0.0006657512,0.00013668058,0.0005484671419253573,0.0007575683703180403,0.0011809446,0.0001389229,0.0010532726300880313,0.001295879075769335,0.0016094157,9.8564415e-05,0.0015357231022790074,0.0016568663995712996,0.0021053809,8.7763634e-05,0.002029837341979146,0.0021788368467241526
66,151,10,2,2.8535861714128776,45976,1,0,392979,239,71,22,6,4,0.0,0.0,0.0,0.0,6.7376976e-07,4.1114363e-06,3.434093634457902e-11,2.183707525915679e-08,0.00013337817,2.7479246e-05,0.0001092323218472302,0.00015311619790736586,0.00023809144,2.9004752e-05,0.00021069907234050333,0.0002585750335128978,0.00032326643,2.5186368e-05,0.0003024538600584492,0.0003343085554661229,0.0004425711,2.5860003e-05,0.0004244745723553933,0.0004598118830472231
67,135,28,2,4.174000128751878,53652,1,0,393226,86,6,2,0,1,0.0,0.0,0.0,0.0,5.1221724e-07,4.386153e-06,5.2365813074661816e-11,1.5346445891850635e-08,0.00022026594,4.2607902e-05,0.00018671319412533194,0.0002391175839875359,0.00039039343,3.7025045e-05,0.00036797683424083516,0.0003914288681698963,0.0005522282,2.7420785e-05,0.0005385177646530792,0.0005659385496983305,0,0,0,0
68,107,38,2,0.9124893074255205,17110,1,0,153916,123,54,29,17,16,0.0,0.0,0.0,0.0,3.2340456e-06,2.3930204e-05,1.3774448248682347e-09,1.4496615108328115e-07,0.00095280283,0.00021135838,0.0007492736913263798,0.0011306898668408394,0.0016133259,0.00017923782,0.0014773122675251216,0.0017467967991251498,0.0023449657,0.00016772804,0.0022038607858121395,0.0024713585153222084,0.0030116444,0.00016348797,0.0028946648817509413,0.0031438348814845085
69,123,106,2,0.6092800628934172,44136,0,0,410150,319,203,148,41,4,0,0,0,0,5.877478e-06,4.5213405e-05,6.31212374035961e-10,2.308201167977586e-07,0.0018580923,0.00037901915,0.0015091560198925436,0.0021808146266266704,0.0032062342,0.00037147637,0.002858308725990355,0.003520186641253531,0.0044426983,0.00037332517,0.004106975742615759,0.004766108002513647,0.005736534,0.00038337955,0.0054170312359929085,0.0060026864521205425
70,129,189,2,12.285001212415336,25524,0,1,360067,63,19,12,5,2,0.0,0.0,0.0,0.0,9.826631e-07,1.224293e-05,1.5334810244543862e-12,3.4860563324912164e-09,0.00086001103,0.00017964948,0.0007098251080606133,0.0010210212785750628,0.0014340812,0.00014399232,0.0013219103566370904,0.0014899993548169732,0.0020228045,0.00012199134,0.0019641444669105113,0.002084047067910433,0.002588826,0.0001382674,0.002468765713274479,0.002655766438692808
71,135,128,2,1.2007086164766978,32619,1,0,392672,412,122,67,26,22,0.0,0.0,0.0,0.0,2.0913583e-06,2.0182006e-05,8.586748256877996e-10,7.78674689172476e-08,0.00072094955,0.00014652211,0.0005879965756321326,0.0008406288689002395,0.0012660839,0.0001471503,0.001155460107838735,0.0013914412702433765,0.0018327744,0.00015034886,0.0017076163203455508,0.0019760202849283814,0.002310464,0.00016473782,0.002164679463021457,0.002494283311534673
72,123,0,2,0.7399968646427229,25726,1,0,393107,189,15,6,1,3,0.0,0.0,0.0,0.0,1.992129e-06,1.8304581e-05,1.0556907778513924e-11,2.6999054991705407e-08,0.0006015846,0.00011266379,0.000509335775859654,0.0006557524320669472,0.0011173807,0.00012786902,0.0010074936435557902,0.001186537032481283,0.001603681,0.0001451069,0.0015149627870414406,0.0016965960676316172,0.0021229351,0.0,0.002122935140505433,0.002122935140505433
73,99,179,2,3.068332763502963,63638,0,0,393218,84,10,8,0,1,0.0,0.0,0.0,0.0,4.2416727e-07,3.7883092e-06,1.3331442894060075e-10,2.161218226603978e-08,0.00019106429,3.4518176e-05,0.0001635470580367837,0.00020891170788672753,0.00035228074,3.9185652e-05,0.0003215893229935318,0.0003865766993840225,0.0005035743,3.8418548e-05,0.0004714379392680712,0.000533690836164169,0,0,0,0
74,135,1059,2,1.1401408449728985,129170,0,0,393184,75,33,15,11,3,0,0,0,0,2.766216e-06,2.0801717e-05,4.700611722086023e-08,9.663982041274721e-07,0.0013239629,0.00026525118,0.001086183066945523,0.0015299214283004403,0.0021413078,0.00024975234,0.0019570360891520977,0.002349776215851307,0.0031158407,0.0002203434,0.002929296111688018,0.0032584110740572214,0.0040688934,0.00020345674,0.0039087284822016954,0.004177015740424395
75,123,117,2,3.6886144207494214,51308,1,1,392293,837,124,47,11,9,0,0,0,0,1.7755821e-06,1.014258e-05,1.6224996346458909e-10,7.653503075744084e-08,0.0002477757,4.912345e-05,0.00020567781757563353,0.00028439125162549317,0.00042357997,4.642451e-05,0.00038522812974406406,0.00045401733223116025,0.0006152418,5.0326104e-05,0.0005767004040535539,0.0006586105446331203,0.0008104214,4.5415793e-05,0.0007741910812910646,0.0008244209748227149
76,99,36,2,0.266223578843066,30834,1,0,379930,1331,147,34,10,1,0.0,0.0,0.0,0.0,2.2895356e-06,1.4878199e-05,8.764455827758866e-11,4.6065459891053706e-08,0.0002945727,5.737057e-05,0.0002454517380101606,0.00033492881630081683,0.00052023784,6.216829e-05,0.00046978594036772847,0.0005620512820314616,0.00072020944,5.4236254e-05,0.0006692456227028742,0.0007675442611798644,0.0009628226,4.8773487e-05,0.0009353402710985392,0.0009987902303691953
77,143,0,2,0.9242938258991726,25820,1,1,392534,684,79,18,4,2,0,0,0,0,1.5229155e-06,1.1680634e-05,1.2956755460202807e-11,1.064425159125193e-09,0.00030073972,5.6146615e-05,0.0002533447477617301,0.0003368787220097147,0.00053434895,6.384956e-05,0.0004829449317185208,0.0005850705201737583,0.00077804294,6.5072694e-05,0.0007155694183893502,0.000827171141281724,0.0009916575,5.6543962e-05,0.0009577845048625022,0.0010238480754196644
78,103,0,2,1.9008329353212172,78371,1,1,392911,293,73,25,10,9,0.0,0.0,0.0,0.0,1.4371103e-06,9.3142025e-06,4.674644325059971e-13,3.42033530387198e-08,0.00034491037,6.2374835e-05,0.0002967803447972983,0.0003854429814964533,0.00060533866,7.038431e-05,0.0005467887967824936,0.0006584064103662968,0.00084242667,6.8213674e-05,0.0007831482216715813,0.0008514953660778701,0.0011323482,6.969727e-05,0.001068154990207404,0.0011713860440067947
79,135,14,2,0.6031977978964145,34081,1,0,391861,1084,260,87,21,8,0,0,0,0,1.788814e-06,9.995747e-06,1.2554345063531258e-10,5.435783378970882e-08,0.00021378441,4.2687763e-05,0.0001763609798217658,0.0002446425787638873,0.00037794767,4.267911e-05,0.00034380458237137645,0.0004080580110894516,0.0005359218,4.8523136e-05,0.0004853787540923804,0.0005771137657575309,0.0006869192,4.2266154e-05,0.0006474715191870928,0.0007115314365364611
80,89,38,2,0.5600914303484581,39209,1,0,392256,862,150,48,4,1,0,0,0,0,3.3246308e-06,1.9149074e-05,1.078024614020734e-09,1.3829182066160683e-07,0.00042980516,8.375847e-05,0.00036047369212610647,0.0004893352306680754,0.0007691642,8.613311e-05,0.0006953458650968969,0.0008389012364204973,0.0010511783,6.903474e-05,0.0010019129258580506,0.0010918999323621392,0.0013526673,5.728424e-05,0.001308679667999968,0.0013736386026721448
81,143,0,2,1.5041354550590595,30212,1,0,392587,570,115,34,13,2,0.0,0.0,0.0,0.0,6.6356483e-07,4.0945606e-06,4.790311485154686e-14,4.061779690367473e-09,0.00010010668,2.0390667e-05,8.291021731565706e-05,0.00011424251897551585,0.000175661,1.8807705e-05,0.00015926066407701,0.00019061330385738984,0.00025337635,2.0135572e-05,0.00023383590450976044,0.0002710463450057432,0.00032401102,2.0461166e-05,0.0003090588725171983,0.00033174685086123645
82,143,25,2,0.23940959527520755,41881,1,0,392431,754,109,19,4,4,0,0,0,0,1.8064121e-06,9.229457e-06,2.6995515198247055e-11,4.2348808904080215e-08,0.00018464818,3.567238e-05,0.00015482899834751152,0.00021071853552712128,0.00033346,3.6867088e-05,0.00030250538839027286,0.0003582242061384022,0.00046661968,3.966059e-05,0.00043180624197702855,0.0004964468243997544,0.0005997377,2.7539356e-05,0.0005803011154057458,0.000613132695434615
83,117,195,2,0.4389846704583058,53025,1,0,392871,380,51,15,2,2,0,0,0,0,2.5524484e-06,1.600385e-05,2.2532258281415807e-09,2.089446553554808e-07,0.00047031938,9.2699855e-05,0.0003873398745781742,0.0005387461860664189,0.000826508,0.00010184379,0.0007442494679708034,0.0009181049535982311,0.0011848042,9.382991e-05,0.0011037126532755792,0.0012406515306793153,0.0015013567,4.4570126e-05,0.001479071710491553,0.0015236418403219432
84,123,298,2,1.4814694843946743,71262,1,0,392996,277,30,13,2,3,0.0,0.0,0.0,0.0,9.802876e-07,5.365345e-06,7.171499505354006e-10,1.6888982301566102e-07,0.00015554104,3.024666e-05,0.000131235079606995,0.00017165372264571488,0.0002897812,3.570024e-05,0.00026341008924646303,0.0003231967712054029,0.00042273867,3.0733187e-05,0.00040532569983042777,0.00043576068128459156,0.00052776805,2.8384005e-05,0.0005135760147823021,0.0005419600202003494
85,112,287,2,2.552517369134925,47177,1,0,392952,256,70,28,12,3,0,0,0,0,9.4167905e-07,6.955793e-06,6.951872411065096e-11,5.657127832847664e-08,0.0003306229,7.048013e-05,0.0002684017672436312,0.00039149414806161076,0.0005521386,6.668664e-05,0.0005001860554330051,0.000597612393903546,0.00078761793,7.506374e-05,0.0007142331160139292,0.0008628501673229039,0.0010319345,5.9582668e-05,0.0009924563637468964,0.0010896132152993232
86,117,270,2,0.4548913890416588,30324,1,0,392564,481,171,64,35,6,0,0,0,0,3.1204681e-06,2.0771173e-05,1.0972077135740221e-09,1.1637428976030151e-07,0.00060357805,0.00011896458,0.0005013389163650572,0.0006835809908807278,0.0010843979,0.00012672832,0.00098167679971084,0.0011863120016641915,0.001540378,0.00013830113,0.0014041920949239284,0.0016515088209416717,0.0019851192,0.000119522476,0.0018620808841660619,0.0020669848890975118
87,143,120,2,2.549176018803852,39792,1,0,392857,341,84,29,7,3,0,0,0,0,2.1841731e-06,1.6284586e-05,1.266571708624653e-10,4.177499235424875e-08,0.0005088733,0.00010040797,0.0004277313419152051,0.0005866899737156928,0.00089997915,0.00011300948,0.0007911438879091293,0.0010063514637295157,0.001261253,9.714584e-05,0.0011793889570981264,0.0013274402590468526,0.001663141,9.645071e-05,0.0016002135816961527,0.0017493878258392215
88,103,258,2,0.18953254689054688,51396,1,0,392432,739,105,31,9,5,0.0,0.0,0.0,0.0,4.4097355e-06,2.4094188e-05,2.877943661161453e-09,2.990325285168183e-07,0.00046573993,8.885148e-05,0.00039234083669725806,0.0005180975422263145,0.00088954315,9.9650824e-05,0.0008040072279982269,0.000976510695181787,0.0012196263,0.00011238275,0.0011102443095296621,0.0013319221907295287,0.0015820464,0.00011302407,0.001498124678619206,0.0016003703931346536
89,103,222,2,2.315842955197633,53129,1,0,393193,84,25,10,5,4,0.0,0.0,0.0,0.0,2.2856393e-06,1.5539581e-05,5.778512807141922e-10,1.2851698016902446e-07,0.0007058909,0.00015389129,0.000578632578253746,0.0007858219614718109,0.0012394225,0.00012822234,0.0011253718985244632,0.0013500063214451075,0.001842473,0.00014173375,0.0017078158271033317,0.0019270811462774873,0.002356149,0.00011130512,0.0022488327231258154,0.002397069940343499
90,151,0,2,2.758527789848241,23603,1,0,393237,59,12,10,1,2,0,0,0,0,1.1137499e-06,9.566984e-06,1.1542706027101168e-11,5.145336601231065e-09,0.00049827044,9.354405e-05,0.00041985743155237287,0.0005859851080458611,0.0008723748,0.00011207992,0.0007739166030660272,0.000954775168793276,0.0012656878,0.00010362652,0.0012111990945413709,0.0013487497926689684,0.0017828343,0.0,0.0017828342970460653,0.0017828342970460653
91,161,29,2,3.252993060544327,28208,1,1,393048,173,53,27,14,6,0,0,0,0,8.550694e-07,6.6206176e-06,4.43181246909119e-11,1.0649574111454285e-08,0.00025481504,4.981203e-05,0.00021387197193689644,0.0002863865811377764,0.0004462429,5.1372284e-05,0.0004023744259029627,0.0004934351309202611,0.0006305232,5.2735366e-05,0.0005862338002771139,0.0006646747351624072,0.0008155817,5.419e-05,0.0007751552184345201,0.0008647338108858094
92,117,429,2,-0.15896092080383317,92952,1,0,391846,1051,330,67,16,11,0,0,0,0,6.564029e-06,4.094874e-05,3.942199811035607e-08,1.5868275795583031e-06,0.0013793422,0.00025899368,0.0011661688913591206,0.001588461920619011,0.002172646,0.00024344593,0.0019637055811472237,0.002347638364881277,0.0031645969,0.00024604195,0.0029547701124101877,0.003328878781758249,0.004102609,0.0002660693,0.003853816248010844,0.0042722453363239765
93,71,224,2,1.1911825026871936,51634,1,0,393082,165,52,15,5,2,0.0,0.0,0.0,0.0,4.9509617e-06,3.2807486e-05,1.1152055723329113e-08,3.439189413256827e-07,0.0013332071,0.00026927507,0.0011062650009989738,0.0015188877005130053,0.0023481413,0.0002986072,0.002065666310954839,0.002559361222665757,0.0033663134,0.0002520904,0.00323684886097908,0.003512166324071586,0.0043340023,0.00029546468,0.004192508291453123,0.004500333219766617
94,161,6,2,0.21431797911457906,47316,1,0,392309,891,93,20,4,4,0.0,0.0,0.0,0.0,2.3603027e-06,1.1001813e-05,7.143387548147473e-10,2.0154909918801422e-07,0.00020224821,4.002149e-05,0.00016902309289434925,0.0002267561649205163,0.00035583068,3.8671096e-05,0.0003236414631828666,0.00037759539554826915,0.0005081643,2.737756e-05,0.0004894139783573337,0.0005345665849745274,0.0006920191,3.704841e-05,0.0006558260065503418,0.0007279081619344652
95,129,152,2,0.9238706921702935,55097,1,1,387748,270,64,41,32,6,0,0,0,0,3.8392204e-06,2.2601076e-05,2.218994987757128e-09,4.7282782134061563e-07,0.00077680603,0.00015019487,0.0006465335172833875,0.0008601263252785429,0.0013857178,0.00017064302,0.0012424139422364533,0.0015413559740409255,0.002008315,0.00013418673,0.0019047704990953207,0.0020857600029557943,0.0025138995,0.00015778969,0.0023867113632149994,0.0026344299549236894
96,135,486,2,-0.5164606291609997,50795,1,0,392370,1313,126,14,7,7,0,0,0,0,5.6396175e-06,3.257737e-05,1.538676963619423e-08,6.929116267428981e-07,0.00061201514,0.000117402684,0.000514822022523731,0.0006897038547322154,0.0010601054,0.000113545924,0.0009697081841295585,0.0011198963329661638,0.0015870043,0.00012947629,0.001472764473874122,0.0016944834496825933,0.0020463215,0.00015231331,0.001905682438518852,0.002184184268116951
97,172,687,2,0.14083394472645416,83483,1,0,393050,206,42,18,3,2,0.0,0.0,0.0,0.0,5.3032672e-06,2.3403263e-05,2.058365522472627e-08,1.36651502202767e-06,0.00064417603,0.00012696824,0.0005385465046856552,0.0007285813771886751,0.0011379024,0.00012529068,0.0010492590081412345,0.0011873703624587506,0.0016080546,0.00012820528,0.0015161879127845168,0.001620722730876878,0.0021368868,3.1456904e-05,0.002119885291904211,0.002157808863557875
98,117,1104,2,0.10272559989130015,90807,1,0,391359,1655,252,33,11,11,0,0,0,0,1.8172427e-06,7.2245157e-06,2.1938364014317813e-08,6.800621576985577e-07,0.00012997513,2.5454343e-05,0.00010865090735023841,0.00014742092025699094,0.00022601114,2.6191603e-05,0.00020443676112336107,0.00024225780725828372,0.00032777074,3.0336734e-05,0.0002979553828481585,0.00036136130802333355,0.00042431086,2.9121931e-05,0.00039508672489318997,0.000446305624791421
99,117,1023,2,0.02527952983423498,90434,1,1,392156,981,129,37,12,6,0,0,0,0,1.8984281e-06,7.808705e-06,1.4617351107304444e-08,8.624902392284639e-07,0.00018243799,3.542146e-05,0.00015262421220541,0.0002069578185910359,0.00031810917,3.5835386e-05,0.0002885282738134265,0.0003433940000832081,0.0004661551,4.166968e-05,0.0004252821090631187,0.0004999960656277835,0.00060626486,3.97551e-05,0.0005704251234419644,0.0006399787234840915
100,161,1,2,0.5166285560132451,35257,1,0,392002,984,281,39,12,3,0.0,0.0,0.0,0.0,8.0292176e-07,5.194089e-06,6.818144659970216e-11,2.136694732257638e-08,0.00013881596,2.7299135e-05,0.00011553205513337161,0.00016016873632906936,0.000234724,2.5792184e-05,0.00021449552150443196,0.0002518731344025582,0.00033254008,2.476249e-05,0.00031466018117498606,0.00035213070805184543,0.00044114768,2.4490331e-05,0.000426722523116041,0.00046037008723942563
101,143,188,2,-0.43497106564057253,57546,1,1,380082,590,198,48,15,4,0,0,0,0,8.894129e-06,4.731045e-05,9.553823732133537e-09,1.1873657967953477e-06,0.0013810016,0.00027407953,0.0011461792164482176,0.0015906059124972671,0.0023154018,0.0002581118,0.0020978638203814626,0.0025047283270396292,0.0033142653,0.00027180664,0.003074145468417555,0.0034939265460707247,0.0044405637,0.00029095702,0.0042755939066410065,0.004647338762879372
102,112,0,2,0.20399074793670335,44871,1,1,392783,438,77,20,1,2,0,0,0,0,4.6140703e-06,2.4592391e-05,9.262203504167843e-10,5.206456989981234e-07,0.00061666814,0.00012334085,0.0005156111728865653,0.0006974379939492792,0.0010792594,0.000121444486,0.0009734757477417588,0.0011593541130423546,0.0015594737,0.000120541066,0.0014528806786984205,0.0016323900781571865,0.0020453546,0.0,0.002045354573056102,0.002045354573056102
103,92,0,2,0.35117240451085907,45170,1,0,393121,178,17,3,1,1,0.0,0.0,0.0,0.0,1.4867512e-06,1.18861735e-05,9.58581009707915e-11,2.748229999127716e-08,0.00032892622,5.4774242e-05,0.00028459275199566036,0.00035693841346073896,0.0006472968,8.8391935e-05,0.0005605149199254811,0.0007406364311464131,0.0008620392,4.4195844e-05,0.0008311187848448753,0.0008814266475383192,0.001083055,0.0,0.0010830550454556942,0.0010830550454556942
104,161,203,2,0.07283156026090998,70002,1,0,392633,600,54,23,9,2,0.0,0.0,0.0,0.0,2.926308e-06,1.4836773e-05,3.250690161493708e-09,2.801819292130858e-07,0.0003226818,6.107129e-05,0.0002732790235313587,0.00036500312853604555,0.0005618855,6.3758685e-05,0.0005103707953821868,0.0006141781341284513,0.00085365796,7.589478e-05,0.0007749220239929855,0.0009141509654000401,0.0011019194,5.591479e-05,0.0010576879139989614,0.001138711697421968
105,89,0,2,-0.11605142576209104,35553,1,0,391213,1534,462,82,25,5,0,0,0,0,1.6653228e-06,1.2702195e-05,1.6287721171792668e-10,3.708689888526351e-08,0.0003534799,6.7811256e-05,0.00029536467627622187,0.00040444351179758087,0.0005976474,6.982063e-05,0.0005355680914362893,0.0006523323681904003,0.0008523022,6.497183e-05,0.0007979486108524725,0.0008994347444968298,0.0010918537,5.97918e-05,0.0010474977316334844,0.0011539339320734143
106,143,241,2,1.4400788186062643,45299,0,0,392984,244,33,21,24,15,0.0,0.0,0.0,0.0,2.700144e-06,3.8089383e-05,2.1634500831438364e-12,4.437500500387159e-08,0.0021491863,0.0003898317,0.0018364309798926115,0.0024610960972495377,0.0038580203,0.0004746999,0.0033955383114516735,0.004279030952602625,0.0055279667,0.00041353283,0.005025552585721016,0.005733071360737085,0.0069213905,0.00014583213,0.0067821163684129715,0.0070374434581026435
107,129,52,2,0.4487209322939494,29232,1,0,392842,197,111,113,55,3,0,0,0,0,1.419112e-06,1.8064098e-05,3.4736600091299624e-14,8.405890566942631e-10,0.0011580049,0.00024363527,0.0009294827468693256,0.0013728149933740497,0.0020301826,0.00023311867,0.001833609538152814,0.0022269018227234483,0.0028891086,0.00024485492,0.0026745027862489223,0.0031012133695185184,0.0035137201,0.00015543385,0.003380432492122054,0.0036183390766382217
